uid,pmcid,title,journal,pubdate,doi
11521494,PMC11521494,Head-Up Tilt Sleeping to Treat Orthostatic Intolerance in a Patient with Advanced Parkinson's Disease: A Case Report.,Case Rep Neurol,2024 Jan-Dec,10.1159/000541424
11465670,PMC11465670,Insight of autonomic dysfunction in CLN3 disease: a study on episodes resembling paroxysmal sympathetic hyperactivity (PSH).,Orphanet J Rare Dis,2024 Oct 10,10.1186/s13023-024-03336-1
11459426,PMC11459426,Severe Guillain-Barre syndrome induced by intravitreal injection of ranibizumab for branch retinal vein occlusion: a case report.,AME Case Rep,2024,10.21037/acr-23-107
11454249,PMC11454249,6610 Emphasizing the evaluation of autonomic dysfunctioncontributes to the diagnosis of ROHHAD Syndrome -- Based on a comparative analysis of two center ROHHAD Syndrome case reports and reported literature.,J Endocr Soc,2024 Oct-Nov,10.1210/jendso/bvae163.1204
11449492,PMC11449492,Aggressive Course of Myelin Oligodendrocyte Glycoprotein Antibody-Associated Disease (MOGAD): An Illustration of Two Cases and Review of Literature.,Cureus,2024 Sep,10.7759/cureus.68563
11416968,PMC11416968,The Gly103Arg variant in hereditary transthyretin amyloidosis.,Front Neurol,2024,10.3389/fneur.2024.1471131
11377680,PMC11377680,Repeat length in spinocerebellar ataxia type 4 (SCA4) predicts age at onset and disease severity.,J Neurol,2024 Sep,10.1007/s00415-024-12600-0
11372533,PMC11372533,The predictive role of autonomic neuropathy in pre- and post-liver transplantation outcomes: a systematic review and meta-analysis.,Ann Gastroenterol,2024 Sep-Oct,10.20524/aog.2024.0905
11368817,PMC11368817,Bowel burdens: a systematic review and meta-analysis examining the relationships between bowel dysfunction and quality of life after spinal cord injury.,Spinal Cord,2024 Sep,10.1038/s41393-024-01002-8
11317325,PMC11317325,Prevalence and Risk Factors of Cardiovascular Autonomic Neuropathy in Individuals with Type 1 Diabetes Mellitus: A Systematic Review and Meta-Analysis.,Rev Cardiovasc Med,2024 Jul,10.31083/j.rcm2507244
11318722,PMC11318722,"Anti-N-Methyl-D-Aspartate Receptor Encephalitis and Life-Threatening Sinus Node Dysfunction: A Case Report, Literature Review, and Analysis of 23 Cases.",Cureus,2024 Jul,10.7759/cureus.64472
11307022,PMC11307022,Serine Palmitoyltransferase (SPT)-related Neurodegenerative and Neurodevelopmental Disorders.,J Neuromuscul Dis,2024,10.3233/JND-240014
11271026,PMC11271026,Exploring heart rate variability in polycystic ovary syndrome: implications for cardiovascular health: a systematic review and meta-analysis.,Syst Rev,2024 Jul 24,10.1186/s13643-024-02617-x
11268033,PMC11268033,Atypical Presentation of Ziprasidone-Induced Neuroleptic Malignant Syndrome: A Case Report.,J Investig Med High Impact Case Rep,2024 Jan-Dec,10.1177/23247096241262690
11195912,PMC11195912,A Tale of Two Afflictions: Transverse Myelitis and COVID-19 in a Young Female Patient.,Cureus,2024 May,10.7759/cureus.61066
11185538,PMC11185538,Persistent Neurological Deficits in Mouse PASC Reveal Antiviral Drug Limitations.,bioRxiv,2024 Jun 3,10.1101/2024.06.02.596989
11129138,PMC11129138,Perioperative cardiac risks in myasthenia gravis.,World J Clin Cases,2024 May 6,10.12998/wjcc.v12.i13.2147
11120262,PMC11120262,"Long COVID in Children, Adults, and Vulnerable Populations: A Comprehensive Overview for an Integrated Approach.",Diseases,2024 May 6,10.3390/diseases12050095
11097304,PMC11097304,Identification of a Novel Homozygous Mutation in PRDM12 Gene in a Patient with Hereditary Sensory and Autonomic Neuropathy Type VIII.,Arch Iran Med,2024 Apr 1,10.34172/aim.2024.32
11060229,PMC11060229,A case report of vaping-associated sudden cardiac arrest in a young healthy patient.,Ann Med Surg (Lond),2024 May,10.1097/MS9.0000000000001907
11055527,PMC11055527,Anesthesia Management in Massive Occipital Meningoencephalocele with Chiari III Malformation: A Case Report.,Int Med Case Rep J,2024,10.2147/IMCRJ.S453554
11025188,PMC11025188,Aripiprazole-induced quasi-neuroleptic malignant syndrome: two case reports.,J Med Case Rep,2024 Apr 18,10.1186/s13256-024-04508-0
11012290,PMC11012290,Autonomic Function in Obese Children and Adolescents: Systematic Review and Meta-Analysis.,J Clin Med,2024 Mar 23,10.3390/jcm13071854
11005222,PMC11005222,Reconceptualizing autonomic function testing in migraine: a systematic review and meta-analysis.,J Headache Pain,2024 Apr 10,10.1186/s10194-024-01758-7
10923340,PMC10923340,A 16-year-old boy presented with triple-A syndrome associated with neuromuscular disorders: a case report.,Ann Med Surg (Lond),2024 Mar,10.1097/MS9.0000000000001779
10892370,PMC10892370,From Toxin to Treatment: A Narrative Review on the Use of Botulinum Toxin for Autonomic Dysfunction.,Toxins (Basel),2024 Feb 10,10.3390/toxins16020096
10883079,PMC10883079,Dysautonomia following Lyme disease: a key component of post-treatment Lyme disease syndrome?,Front Neurol,2024,10.3389/fneur.2024.1344862
10879635,PMC10879635,Delayed amyotrophic lateral sclerosis diagnosis with subtle cardiac manifestations: Was anchoring bias contributory?,Clin Case Rep,2024 Feb,10.1002/ccr3.8544
10877782,PMC10877782,A therapeutic challenge relating to the association of orthostatic hypotension and supine hypertension in a patient with cardiac autonomic neuropathy: a case report.,J Med Case Rep,2024 Feb 20,10.1186/s13256-024-04346-0
10836564,PMC10836564,Serotonin syndrome and neuroleptic malignant syndrome: A case report of intersecting symptomatology.,Ment Health Clin,2024 Feb,10.9740/mhc.2024.02.023
10798782,PMC10798782,Phenotypes of a toddler with hereditary sensory and autonomic neuropathy type IV: comparing with normal: A case report.,Medicine (Baltimore),2024 Jan 19,10.1097/MD.0000000000036955
10771322,PMC10771322,Sympathetic nerve blocks for posttraumatic stress disorder: an evidentiary review for future clinical trials.,Front Psychiatry,2023,10.3389/fpsyt.2023.1309986
10765813,PMC10765813,Impaired cerebral microvascular endothelial cells integrity due to elevated dopamine in myasthenic model.,J Neuroinflammation,2024 Jan 4,10.1186/s12974-023-03005-3
10713371,PMC10713371,Ceftriaxone-associated Biliary Pseudolithiasis with Elderly Type 1 Diabetes Mellitus: Two Case Reports.,Intern Med,2023 Nov 15,10.2169/internalmedicine.1405-22
10696640,PMC10696640,Congenital Insensitivity to Pain with Anhidrosis: A Case Report.,Cureus,2023 Nov,10.7759/cureus.48294
10689120,PMC10689120,Tetanus Overlooked Due to the Involvement of Multiple Departments: A Case Report.,Cureus,2023 Oct,10.7759/cureus.48066
10632228,PMC10632228,Unveiling the role of cerebellar alterations in the autonomic nervous system: a systematic review of autonomic dysfunction in spinocerebellar ataxias.,J Neurol,2023 Dec,10.1007/s00415-023-11993-8
10629858,PMC10629858,A Rare Case of Lambert-Eaton Myasthenia Syndrome Associated with Non-Hodgkin's Lymphoma: A Case Report and Review of the Literature.,Case Rep Oncol,2023 Jan-Dec,10.1159/000534557
10625810,PMC10625810,Prodromal Dementia with Lewy Bodies: A Case Series of the 3 Prodromal Types from Clinical Practice.,Case Rep Neurol,2023 Jan-Dec,10.1159/000533378
10589599,PMC10589599,A case of successful hormone therapy for refractory hypotension following viral encephalitis: Case report.,Medicine (Baltimore),2023 Oct 20,10.1097/MD.0000000000034988
10583799,PMC10583799,Respiratory arrest after posterior fossa decompression in patients with Chiari malformations: An overview.,J Craniovertebr Junction Spine,2023 Jul-Sep,10.4103/jcvjs.jcvjs_70_23
10572826,PMC10572826,The Effect of Exercise on Cardiovascular Autonomic Nervous Function in Patients with Diabetes: A Systematic Review.,Healthcare (Basel),2023 Oct 1,10.3390/healthcare11192668
10542526,PMC10542526,Exploring Outcome Priorities and Real-Life Management of Chemotherapy-Induced Peripheral Neurotoxicity: A Survey of the Italian Association for the Study of Pain members.,J Pain Res,2023,10.2147/JPR.S414389
10494848,PMC10494848,Electrodermal activity and heart rate variability for detection of peripheral abnormalities in type 2 diabetes: A review.,Biomol Biomed,2023 Sep 4,10.17305/bb.2022.8561
10512534,PMC10512534,Anti-alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor encephalitis developed after ovarian cancer cytoreduction surgery: a case report and literature review.,BMC Womens Health,2023 Sep 21,10.1186/s12905-023-02636-1
10492459,PMC10492459,Serotonin Syndrome in Critical Care.,J Investig Med High Impact Case Rep,2023 Jan-Dec,10.1177/23247096231194841
10666899,PMC10666899,"Ofatumumab, a Fully Human Anti-CD20 Monoclonal Antibody, in the Treatment of Severe Refractory Anti-N-methyl-D-Aspartate Receptor Encephalitis: Two Case Reports.",Ann Indian Acad Neurol,2023 Sep-Oct,10.4103/aian.aian_236_23
10467168,PMC10467168,"A narrative review and expert recommendations on the assessment of the clinical manifestations, follow-up, and management of post-OLT patients with ATTRv amyloidosis.",Ther Adv Neurol Disord,2023,10.1177/17562864231191590
10467403,PMC10467403,Ileus induced by the combination of vinca alkaloids and posaconazole in a patient with acute lymphoblastic leukemia: a case report and literature review.,J Int Med Res,2023 Aug,10.1177/03000605231193823
10455121,PMC10455121,Unexpected Adverse Events of Immune Checkpoint Inhibitors.,Life (Basel),2023 Jul 29,10.3390/life13081657
10445067,PMC10445067,COVID-19-induced gastrointestinal autonomic dysfunction: A systematic review.,World J Clin Cases,2023 Aug 6,10.12998/wjcc.v11.i22.5252
10418501,PMC10418501,Tako-Tsubo Syndrome in Amyotrophic Lateral Sclerosis: Single-Center Case Series and Brief Literature Review.,Int J Mol Sci,2023 Jul 28,10.3390/ijms241512096
10382909,PMC10382909,Postural Orthostatic Tachycardia Syndrome in Spinal Cord Injury.,Cureus,2023 Jun,10.7759/cureus.41124
10368087,PMC10368087,Thirty-Year Follow-Up of Early Onset Amyotrophic Lateral Sclerosis with a Pathogenic Variant in SPTLC1.,Case Rep Neurol,2023 Jan-Dec,10.1159/000530974
10359064,PMC10359064,A case of eosinophilic granulomatous polyangiitis with concurrent central and peripheral nervous system involvement.,Oxf Med Case Reports,2023 Jul,10.1093/omcr/omad067
10332885,PMC10332885,COVID-19-Induced Postural Orthostatic Tachycardia Syndrome and Dysautonomia.,Cureus,2023 Jun,10.7759/cureus.40235
10311857,PMC10311857,Anti-N-methyl-D-aspartate receptor encephalitis and positive human herpesvirus-7 deoxyribonucleic acid in cerebrospinal fluid: a case report.,J Med Case Rep,2023 Jun 29,10.1186/s13256-023-03909-x
10289141,PMC10289141,Ivabradine for inappropriate sinus tachycardia-induced symptomatic Mobitz type I atrio-ventricular block: a case summary.,Eur Heart J Case Rep,2023 Jun,10.1093/ehjcr/ytad192
10257554,PMC10257554,Ampreloxetine Versus Droxidopa in Neurogenic Orthostatic Hypotension: A Comparative Review.,Cureus,2023 May,10.7759/cureus.38907
10250140,PMC10250140,Neuromyelitis Optica Spectrum Disorder: A Rare Case of Transverse Myelitis and Autonomic Dysfunction.,Cureus,2023 May,10.7759/cureus.38791
10224806,PMC10224806,Autoimmunity in Long Covid and POTS.,Oxf Open Immunol,2023,10.1093/oxfimm/iqad002
10224104,PMC10224104,Is the Effect of the COVID-19 Vaccine on Heart Rate Variability Permanent?,Medicina (Kaunas),2023 Apr 28,10.3390/medicina59050852
10205362,PMC10205362,Acute neurogenic stunned myocardium in a patient with Guillain-Barré syndrome: case report.,Ann Med Surg (Lond),2023 May,10.1097/MS9.0000000000000636
10195051,PMC10195051,PO-05-234 AUTONOMIC DYSFUNCTION AFTER COVID-19 IMMUNIZATION - CASE REPORT.,Heart Rhythm,2023 May,10.1016/j.hrthm.2023.03.1424
10187022,PMC10187022,COVID-19 as a trigger of Guillain-Barré syndrome: A review of the molecular mechanism.,Immun Inflamm Dis,2023 May,10.1002/iid3.875
10185646,PMC10185646,Diabetes mellitus - risk factor and potential future target for hepatic encephalopathy in patients with liver cirrhosis?,Metab Brain Dis,2023 Jun,10.1007/s11011-022-01068-4
10141598,PMC10141598,Reactive Hyperemia and Cardiovascular Autonomic Neuropathy in Type 2 Diabetic Patients: A Systematic Review of Randomized and Nonrandomized Clinical Trials.,Medicina (Kaunas),2023 Apr 16,10.3390/medicina59040770
10143446,PMC10143446,Parkinson's Disease and the Cardiac Cycle: A Rapid Literature Review and Case Series.,Life (Basel),2023 Apr 13,10.3390/life13041003
10121145,PMC10121145,"Exaggerated blood pressure elevation in response to orthostatic challenge, a post-acute sequelae of SARS-CoV-2 infection (PASC) after hospitalization.",Auton Neurosci,2023 Jul,10.1016/j.autneu.2023.103094
10117695,PMC10117695,Clinical Features and Classification of Neuronal Intranuclear Inclusion Disease.,Neurol Genet,2023 Apr,10.1212/NXG.0000000000200057
10110930,PMC10110930,Autonomic Dysfunction Related to Postacute SARS-CoV-2 Syndrome.,Phys Med Rehabil Clin N Am,2023 Aug,10.1016/j.pmr.2023.04.003
10098674,PMC10098674,Cardiovascular autonomic dysfunction induced by mechanical insufflation-exsufflation in Guillain-Barré syndrome.,Respirol Case Rep,2023 May,10.1002/rcr2.1135
10090716,PMC10090716,Post-acute sequelae of SARS-CoV-2 syndrome presenting as postural orthostatic tachycardia syndrome.,Clin Exp Emerg Med,2023 Mar,10.15441/ceem.22.409
10082574,PMC10082574,6084 Cases of Adult Tetanus from China: A Literature Analysis.,Infect Drug Resist,2023,10.2147/IDR.S404747
10073441,PMC10073441,HIDEA syndrome: A new case report highlighting similarities with ROHHAD syndrome.,Front Genet,2023,10.3389/fgene.2023.1137767
10068466,PMC10068466,Thymoma-associated autoimmune encephalitis: Analysis of factors determining prognosis.,CNS Neurosci Ther,2023 May,10.1111/cns.14166
10065129,PMC10065129,COVID-19 Induced Postural Orthostatic Tachycardia Syndrome (POTS): A Review.,Cureus,2023 Mar,10.7759/cureus.36955
10032659,PMC10032659,Pathogenic mechanisms of post-acute sequelae of SARS-CoV-2 infection (PASC).,Elife,2023 Mar 22,10.7554/eLife.86002
9981577,PMC9981577,A rare case of hereditary sensory and autonomic neuropathy type II.,Clin Case Rep,2023 Mar,10.1002/ccr3.7015
9982187,PMC9982187,Effects of Atomoxetine for the Treatment of Neurogenic Orthostatic Hypotension in Patients With Alpha-synucleinopathies: A Systematic Review of Randomized Controlled Trials and a Focus-Group Discussion.,J Clin Neurol,2023 Mar,10.3988/jcn.2022.0018
9976414,PMC9976414,Case report: malignant hypertension associated with catecholamine excess in a patient with Leigh syndrome.,Clin Hypertens,2023 Mar 1,10.1186/s40885-022-00231-4
9961012,PMC9961012,Exploring the Role of ACE2 as a Connecting Link between COVID-19 and Parkinson's Disease.,Life (Basel),2023 Feb 15,10.3390/life13020536
9934048,PMC9934048,SIALORRHEA AND XEROSTOMIA IN PARKINSON'S DISEASE PATIENTS.,Acta Clin Croat,2022 Aug,10.20471/acc.2022.61.02.19
9905947,PMC9905947,Acute Colonic Pseudo-Obstruction Secondary to Renal Calculus: A Case Report and Review of Pathophysiology.,Cureus,2023 Feb,10.7759/cureus.34756
9906264,PMC9906264,Association of arterial stiffness and neuropathy in diabetes: a systematic review and meta-analysis.,BMJ Open Diabetes Res Care,2023 Feb,10.1136/bmjdrc-2022-003140
9885840,PMC9885840,"Rapid-Onset Obesity, Hypothalamic Dysregulation, Hypoventilation, Autonomic Dysregulation, and Neuroendocrine Tumour: Rare Syndrome with Myriad Anaesthesia Implications.",Turk J Anaesthesiol Reanim,2022 Dec,10.5152/TJAR.2022.21395
9901202,PMC9901202,Clinical characteristics of chronic rhinitis following stroke.,Front Neurol,2023,10.3389/fneur.2023.1081390
9857898,PMC9857898,Contactin-associated protein-like 2 antibody-associated autoimmune encephalitis in children: case reports and systematic review of literature.,Acta Neurol Belg,2023 Oct,10.1007/s13760-023-02174-5
9842933,PMC9842933,A case of traumatic intrapleural foreign body with progressive supranuclear palsy removed by thoracoscopic surgery.,Trauma Case Rep,2023 Feb,10.1016/j.tcr.2023.100761
9813233,PMC9813233,Autonomic dysfunction in progressive supranuclear palsy.,J Neurol,2023 Jan,10.1007/s00415-022-11347-w
9789535,PMC9789535,Investigating the possible mechanisms of autonomic dysfunction post-COVID-19.,Auton Neurosci,2023 Mar,10.1016/j.autneu.2022.103071
9789564,PMC9789564,Sudden gamer death: non-violent death cases linked to playing video games.,BMC Psychiatry,2022 Dec 23,10.1186/s12888-022-04373-5
9757526,PMC9757526,Herpes Simplex Virus-2 Encephalitis Complicated with Multiple Cranial Neuritis and Dysautonomia.,J Pediatr Neurosci,2021 Oct-Dec,10.4103/jpn.JPN_239_20
9732766,PMC9732766,Postural orthostatic tachycardia syndrome and orthostatic hypotension in post-acute sequelae of COVID-19 during pregnancy: a case report.,Eur Heart J Case Rep,2022 Dec,10.1093/ehjcr/ytac453
9742062,PMC9742062,The unpredictability of labile blood pressure: Afferent baroreflex failure in a critical patient with multiple thyroid surgeries and COVID-19 infection.,Radiol Case Rep,2023 Feb,10.1016/j.radcr.2022.11.030
9668071,PMC9668071,Spinal electrical stimulation to improve sympathetic autonomic functions needed for movement and exercise after spinal cord injury: a scoping clinical review.,J Neurophysiol,2022 Sep 1,10.1152/jn.00205.2022
9671187,PMC9671187,Novel transthyretin gene mutation in familial amyloid neuropathy in India: Case.,Ann Afr Med,2022 Jul-Sep,10.4103/aam.aam_260_21
9659563,PMC9659563,Idiopathic membranous nephropathy with renal amyloidosis: A case report.,Front Med (Lausanne),2022,10.3389/fmed.2022.986065
9638276,PMC9638276,Leptomeningeal carcinomatosis in a patient with recurrent unresectable squamous cell carcinoma of the retromolar trigone-a brief report.,J Egypt Natl Canc Inst,2022 Nov 7,10.1186/s43046-022-00147-y
9533363,PMC9533363,"Combined treatment with radiotherapy, chemotherapy and avelumab results in regression of metastatic Merkel cell carcinoma and improvement of associated Lambert-Eaton myasthenic syndrome: A case report.",Oncol Lett,2022 Nov,10.3892/ol.2022.13513
9573263,PMC9573263,Two Case Reports of Patients With Transverse Myelitis as a Complication of SARS-CoV-2 Infection.,Cureus,2022 Sep,10.7759/cureus.29191
9556677,PMC9556677,Cervical selective nerve root injection alleviates chronic refractory pain after brachial plexus avulsion: a case report.,JA Clin Rep,2022 Oct 12,10.1186/s40981-022-00574-9
9544507,PMC9544507,A case report: Anesthetic management for open-heart surgery in a child with congenital insensitivity to pain with anhidrosis.,Paediatr Anaesth,2022 Sep,10.1111/pan.14515
9544979,PMC9544979,Hypermobile Ehlers-Danlos syndrome and disorders of the gastrointestinal tract: What the gastroenterologist needs to know.,J Gastroenterol Hepatol,2022 Sep,10.1111/jgh.15927
9510600,PMC9510600,Anesthetic management of a child with congenital insensitivity to pain with anhidrosis: A case report.,Front Surg,2022,10.3389/fsurg.2022.997162
9444164,PMC9444164,Posterior Myocardial Infarction in a 45-Year-Old Javanese Woman with a 1-Month History of COVID-19-Related Guillain-Barré Syndrome: A Challenging Emergency Diagnosis.,Am J Case Rep,2022 Aug 31,10.12659/AJCR.937105
9471950,PMC9471950,ROHHAD syndrome without rapid-onset obesity: A diagnosis challenge.,Front Pediatr,2022,10.3389/fped.2022.910099
9464770,PMC9464770,Ocular contrapulsion followed by ipsipulsion in Wallenberg syndrome: The first case report in literature.,Radiol Case Rep,2022 Nov,10.1016/j.radcr.2022.06.099
9396113,PMC9396113,Case Report: Neuroleptic malignant syndrome in a HIV-positive patient.,F1000Res,2020,10.12688/f1000research.27165.2
9437380,PMC9437380,A Case of Varicella-Zoster Virus Meningomyelitis in an HIV-1-Infected Patient: Facing the Challenges Related to Its Management and Prognosis.,Cureus,2022 Aug,10.7759/cureus.27652
9377719,PMC9377719,A Clinical Case of COVID-19 Vaccine-Associated Guillain-Barré Syndrome.,Am J Case Rep,2022 Aug 10,10.12659/AJCR.936896
9297410,PMC9297410,Effects of Kampo medicine hangebyakujutsutemmato on persistent postural-perceptual dizziness: A retrospective pilot study.,World J Clin Cases,2022 Jul 16,10.12998/wjcc.v10.i20.6811
9426152,PMC9426152,Congenital corneal anesthesia: A case series.,Indian J Ophthalmol,2022 Jul,10.4103/ijo.IJO_3001_21
9414331,PMC9414331,"Fourteen-year change in activities of daily living of a quadriplegic, ventilator-managed patient injured by high cervical spinal cord injury during infancy: a case report.",BMC Pediatr,2022 Aug 25,10.1186/s12887-022-03573-y
9291215,PMC9291215,Use of Mayer wave activity to demonstrate aberrant cardiovascular autonomic control following sports concussion injury.,Ann N Y Acad Sci,2022 Jan,10.1111/nyas.14683
9277170,PMC9277170,Lambert-Eaton Myasthenic Syndrome in Lung Cancer.,Contrast Media Mol Imaging,2022,10.1155/2022/3912376
9287587,PMC9287587,Postural orthostatic tachycardia syndrome as a sequela of COVID-19.,Heart Rhythm,2022 Nov,10.1016/j.hrthm.2022.07.014
9267913,PMC9267913,Autonomic Dysfunction during Acute SARS-CoV-2 Infection: A Systematic Review.,J Clin Med,2022 Jul 4,10.3390/jcm11133883
9235195,PMC9235195,Atypical dermatologic manifestations in complex regional pain syndrome: a case report.,J Med Case Rep,2022 Jun 27,10.1186/s13256-022-03466-9
9226898,PMC9226898,Body Structural Description Impairment in Complex Regional Pain Syndrome Type I.,Front Psychol,2022,10.3389/fpsyg.2022.853641
9136724,PMC9136724,Cough as a neurological sign: What a clinician should know.,World J Crit Care Med,2022 May 9,10.5492/wjccm.v11.i3.115
9128783,PMC9128783,Neuropathic symptoms with SARS-CoV-2 vaccination.,medRxiv,2022 May 17,10.1101/2022.05.16.22274439
9119822,PMC9119822,Bilateral horizontal gaze palsy due to Anti-IgLON5 disease.,Am J Ophthalmol Case Rep,2022 Sep,10.1016/j.ajoc.2022.101574
9110592,PMC9110592,The Relevance of Skin Biopsies in General Internal Medicine: Facts and Myths.,Dermatol Ther (Heidelb),2022 May,10.1007/s13555-022-00717-x
8977423,PMC8977423,Guillain-Barré Syndrome with Rapid Onset and Autonomic Dysfunction Following First Dose of Pfizer-BioNTech COVID-19 Vaccine: A Case Report.,Neurohospitalist,2022 Apr,10.1177/19418744211065242
8976261,PMC8976261,Prospective Evaluation of Autonomic Dysfunction in Post-Acute Sequela of COVID-19.,J Am Coll Cardiol,2022 Jun 14,10.1016/j.jacc.2022.03.357
8955948,PMC8955948,"Inherited Sensory and Autonomic Neuropathy in a Border Collie, Interest of Oclacitinib for the Control of Self-Mutilation.",Vet Sci,2022 Mar 10,10.3390/vetsci9030127
8933941,PMC8933941,Autonomic dysfunction detected by skin sympathetic response in Lambert-Eaton myasthenic syndrome: a case report.,BMC Neurol,2022 Mar 19,10.1186/s12883-022-02625-1
8913146,PMC8913146,Orthostatic Hypotension and Concurrent Autonomic Dysfunction: A Novel Complication of Lung Transplantation.,J Transplant,2022,10.1155/2022/3308939
8896909,PMC8896909,Physiotherapy management of acute transverse myelitis in a pediatric patient in a Nigerian hospital: a case report.,J Med Case Rep,2022 Mar 5,10.1186/s13256-022-03301-1
8892817,PMC8892817,Severe Post-COVID-19 dysautonomia: a case report.,BMC Infect Dis,2022 Mar 3,10.1186/s12879-022-07181-0
8891732,PMC8891732,Autonomic dysfunction in patients with COVID‑19.,Acta Neurol Belg,2022 Aug,10.1007/s13760-022-01899-z
8888298,PMC8888298,Intradural extramedullary cavernous hemangioma of the cervicothoracic junction: A case report and review of the literature.,Surg Neurol Int,2022,10.25259/SNI_964_2021
8866568,PMC8866568,Evaluating the Impact of Orthostatic Syncope and Presyncope on Quality of Life: A Systematic Review and Meta-Analysis.,Front Cardiovasc Med,2022,10.3389/fcvm.2022.834879
8861852,PMC8861852,"The Relationship Between Generalised Joint Hypermobility and Autism Spectrum Disorder in Adults: A Large, Cross-Sectional, Case Control Comparison.",Front Psychiatry,2021,10.3389/fpsyt.2021.803334
8831948,PMC8831948,Treatment-induced neuropathy of diabetes in an adolescent with rapid reduction in HbA1c and weight loss: Persistent neuropathic findings at follow-up after 1.5 years.,Clin Case Rep,2022 Feb,10.1002/ccr3.5415
8802431,PMC8802431,Neonatal tetanus with good outcomes at a regional referral hospital in Eastern Uganda: a case report.,J Med Case Rep,2022 Jan 31,10.1186/s13256-022-03255-4
8787538,PMC8787538,Bilateral Paragangliomas in the Setting of Autonomic Dysfunction: A Case Report.,Case Rep Neurol,2021 Sep-Dec,10.1159/000521009
8758270,PMC8758270,A Network Meta-Analysis of the Clinical Efficacy and Safety of Commonly Used Chinese Patent Medicines in the Auxiliary Treatment of Poststroke Depression.,Evid Based Complement Alternat Med,2022,10.1155/2022/7265769
8715297,PMC8715297,Acute spinal cord ischemia in a patient with Situs Inversus Totalis.,Radiol Case Rep,2022 Mar,10.1016/j.radcr.2021.11.016
8714013,PMC8714013,QTc Interval Prolongation with Therapies Used to Treat Patients with Parkinson's Disease Psychosis: A Narrative Review.,Neuropsychiatr Dis Treat,2021,10.2147/NDT.S324145
8710715,PMC8710715,Effects of Non-invasive Brain Stimulation on Multiple System Atrophy: A Systematic Review.,Front Neurosci,2021,10.3389/fnins.2021.771090
8672656,PMC8672656,Autonomic dysfunction post-inoculation with ChAdOx1 nCoV-19 vaccine.,Eur Heart J Case Rep,2021 Dec,10.1093/ehjcr/ytab472
8607029,PMC8607029,Video Representation of Dopamine-Responsive Multiple System Atrophy Cerebellar Type.,Am J Case Rep,2021 Nov 15,10.12659/AJCR.933995
8579061,PMC8579061,"A 5-Year-Old Palestinian Bedouin Girl with Repeated Self-Induced Injuries to the Digits, a Diagnosis of Congenital Insensitivity to Pain, and Anhidrosis.",Am J Case Rep,2021 Nov 4,10.12659/AJCR.933486
8626157,PMC8626157,Autonomic dysfunction post-acute COVID-19 infection.,HeartRhythm Case Rep,2022 Mar,10.1016/j.hrcr.2021.11.019
8621226,PMC8621226,Post-Acute Sequelae of COVID-19 and Cardiovascular Autonomic Dysfunction: What Do We Know?,J Cardiovasc Dev Dis,2021 Nov 15,10.3390/jcdd8110156
8615554,PMC8615554,Heart Rate Variability in Insulo-Opercular Epilepsy.,Brain Sci,2021 Nov 13,10.3390/brainsci11111505
8551600,PMC8551600,Isolated lumbar intradural tailgut cyst: A case report and review of the literature.,Heliyon,2021 Oct,10.1016/j.heliyon.2021.e08223
8528759,PMC8528759,A historical review of multiple system atrophy with a critical appraisal of cellular and animal models.,J Neural Transm (Vienna),2021 Oct,10.1007/s00702-021-02419-8
8541758,PMC8541758,Anesthetic Care During Tracheostomy in a Patient with Generalized Tetanus: A Case Report.,Int Med Case Rep J,2021,10.2147/IMCRJ.S332175
8435208,PMC8435208,COVID-19-Associated Dysautonomia.,Cureus,2021 Aug,10.7759/cureus.17156
8413795,PMC8413795,Temporal rank of clinical characteristics and prognosis of anti-N-methyl-d-aspartate receptor encephalitis.,Brain Behav,2021 Aug,10.1002/brb3.2277
8355129,PMC8355129,"Adverse effects of hypertension, supine hypertension, and perivascular space on cognition and motor function in PD.",NPJ Parkinsons Dis,2021 Aug 10,10.1038/s41531-021-00214-6
8371896,PMC8371896,Guillain-Barré syndrome as the first presentation of human immunodeficiency virus infection.,BMC Neurol,2021 Aug 18,10.1186/s12883-021-02350-1
8366070,PMC8366070,I drank too much and now I can't walk: a case of alcohol-induced dysautonomia.,Oxf Med Case Reports,2021 Aug,10.1093/omcr/omab072
8362872,PMC8362872,Evolution of incidence of audiovestibular disorders during the pandemic COVID-19 period.,Eur Arch Otorhinolaryngol,2022 Jul,10.1007/s00405-021-07037-4
8327798,PMC8327798,Intensive Care Management of Severe Tetanus.,Indian J Crit Care Med,2021 May,10.5005/jp-journals-10071-23829
8292264,PMC8292264,Dyskinesia-hyperpyrexia syndrome in Parkinson's disease: a systematic review.,Clin Auton Res,2021 Aug,10.1007/s10286-021-00801-w
8266117,PMC8266117,Intravascular Lymphoma in Patient With Celiac Disease With Multi Glandular Involvement.,J Endocr Soc,2021 May 3,10.1210/jendso/bvab048.1918
8254396,PMC8254396,Preparing for the long-haul: Autonomic complications of COVID-19.,Auton Neurosci,2021 Nov,10.1016/j.autneu.2021.102841
8144862,PMC8144862,Acute Autonomic Neuropathy as a Rare Cause of Severe Arterial Hypertension in a Child.,Int J Pediatr Adolesc Med,2021 Jun,10.1016/j.ijpam.2020.06.006
