uid,pmcid,title,journal,pubdate,doi,source_query
8955948,PMC8955948,"Inherited Sensory and Autonomic Neuropathy in a Border Collie, Interest of Oclacitinib for the Control of Self-Mutilation.",Vet Sci,2022 Mar 10,10.3390/vetsci9030127,autonomic_dysfunction
8933941,PMC8933941,Autonomic dysfunction detected by skin sympathetic response in Lambert-Eaton myasthenic syndrome: a case report.,BMC Neurol,2022 Mar 19,10.1186/s12883-022-02625-1,autonomic_dysfunction
8913146,PMC8913146,Orthostatic Hypotension and Concurrent Autonomic Dysfunction: A Novel Complication of Lung Transplantation.,J Transplant,2022,10.1155/2022/3308939,autonomic_dysfunction
8896909,PMC8896909,Physiotherapy management of acute transverse myelitis in a pediatric patient in a Nigerian hospital: a case report.,J Med Case Rep,2022 Mar 5,10.1186/s13256-022-03301-1,autonomic_dysfunction
8891732,PMC8891732,Autonomic dysfunction in patients with COVID‑19.,Acta Neurol Belg,2022 Aug,10.1007/s13760-022-01899-z,autonomic_dysfunction
8888298,PMC8888298,Intradural extramedullary cavernous hemangioma of the cervicothoracic junction: A case report and review of the literature.,Surg Neurol Int,2022,10.25259/SNI_964_2021,autonomic_dysfunction
8831948,PMC8831948,Treatment-induced neuropathy of diabetes in an adolescent with rapid reduction in HbA1c and weight loss: Persistent neuropathic findings at follow-up after 1.5 years.,Clin Case Rep,2022 Feb,10.1002/ccr3.5415,autonomic_dysfunction
8802431,PMC8802431,Neonatal tetanus with good outcomes at a regional referral hospital in Eastern Uganda: a case report.,J Med Case Rep,2022 Jan 31,10.1186/s13256-022-03255-4,autonomic_dysfunction
8787538,PMC8787538,Bilateral Paragangliomas in the Setting of Autonomic Dysfunction: A Case Report.,Case Rep Neurol,2021 Sep-Dec,10.1159/000521009,autonomic_dysfunction
8758270,PMC8758270,A Network Meta-Analysis of the Clinical Efficacy and Safety of Commonly Used Chinese Patent Medicines in the Auxiliary Treatment of Poststroke Depression.,Evid Based Complement Alternat Med,2022,10.1155/2022/7265769,autonomic_dysfunction
8715297,PMC8715297,Acute spinal cord ischemia in a patient with Situs Inversus Totalis.,Radiol Case Rep,2022 Mar,10.1016/j.radcr.2021.11.016,autonomic_dysfunction
8714013,PMC8714013,QTc Interval Prolongation with Therapies Used to Treat Patients with Parkinson's Disease Psychosis: A Narrative Review.,Neuropsychiatr Dis Treat,2021,10.2147/NDT.S324145,autonomic_dysfunction
8710715,PMC8710715,Effects of Non-invasive Brain Stimulation on Multiple System Atrophy: A Systematic Review.,Front Neurosci,2021,10.3389/fnins.2021.771090,autonomic_dysfunction
8672656,PMC8672656,Autonomic dysfunction post-inoculation with ChAdOx1 nCoV-19 vaccine.,Eur Heart J Case Rep,2021 Dec,10.1093/ehjcr/ytab472,autonomic_dysfunction
8607029,PMC8607029,Video Representation of Dopamine-Responsive Multiple System Atrophy Cerebellar Type.,Am J Case Rep,2021 Nov 15,10.12659/AJCR.933995,autonomic_dysfunction
8579061,PMC8579061,"A 5-Year-Old Palestinian Bedouin Girl with Repeated Self-Induced Injuries to the Digits, a Diagnosis of Congenital Insensitivity to Pain, and Anhidrosis.",Am J Case Rep,2021 Nov 4,10.12659/AJCR.933486,autonomic_dysfunction
8626157,PMC8626157,Autonomic dysfunction post-acute COVID-19 infection.,HeartRhythm Case Rep,2022 Mar,10.1016/j.hrcr.2021.11.019,autonomic_dysfunction
8615554,PMC8615554,Heart Rate Variability in Insulo-Opercular Epilepsy.,Brain Sci,2021 Nov 13,10.3390/brainsci11111505,autonomic_dysfunction
8551600,PMC8551600,Isolated lumbar intradural tailgut cyst: A case report and review of the literature.,Heliyon,2021 Oct,10.1016/j.heliyon.2021.e08223,autonomic_dysfunction
8541758,PMC8541758,Anesthetic Care During Tracheostomy in a Patient with Generalized Tetanus: A Case Report.,Int Med Case Rep J,2021,10.2147/IMCRJ.S332175,autonomic_dysfunction
8413795,PMC8413795,Temporal rank of clinical characteristics and prognosis of anti-N-methyl-d-aspartate receptor encephalitis.,Brain Behav,2021 Aug,10.1002/brb3.2277,autonomic_dysfunction
8355129,PMC8355129,"Adverse effects of hypertension, supine hypertension, and perivascular space on cognition and motor function in PD.",NPJ Parkinsons Dis,2021 Aug 10,10.1038/s41531-021-00214-6,autonomic_dysfunction
8371896,PMC8371896,Guillain-Barré syndrome as the first presentation of human immunodeficiency virus infection.,BMC Neurol,2021 Aug 18,10.1186/s12883-021-02350-1,autonomic_dysfunction
8362872,PMC8362872,Evolution of incidence of audiovestibular disorders during the pandemic COVID-19 period.,Eur Arch Otorhinolaryngol,2022 Jul,10.1007/s00405-021-07037-4,autonomic_dysfunction
8292264,PMC8292264,Dyskinesia-hyperpyrexia syndrome in Parkinson's disease: a systematic review.,Clin Auton Res,2021 Aug,10.1007/s10286-021-00801-w,autonomic_dysfunction
8266117,PMC8266117,Intravascular Lymphoma in Patient With Celiac Disease With Multi Glandular Involvement.,J Endocr Soc,2021 May 3,10.1210/jendso/bvab048.1918,autonomic_dysfunction
8254396,PMC8254396,Preparing for the long-haul: Autonomic complications of COVID-19.,Auton Neurosci,2021 Nov,10.1016/j.autneu.2021.102841,autonomic_dysfunction
8144862,PMC8144862,Acute Autonomic Neuropathy as a Rare Cause of Severe Arterial Hypertension in a Child.,Int J Pediatr Adolesc Med,2021 Jun,10.1016/j.ijpam.2020.06.006,autonomic_dysfunction
8157285,PMC8157285,Cardiac Autonomic Dysfunction in Myasthenia Gravis and Relapsing-Remitting Multiple Sclerosis-A Pilot Study.,J Clin Med,2021 May 18,10.3390/jcm10102173,autonomic_dysfunction
8158074,PMC8158074,Guillain-Barré syndrome associated with COVID-19: a case report study.,J Neurovirol,2021 Oct,10.1007/s13365-021-00984-y,autonomic_dysfunction
8141336,PMC8141336,Anti-N-Methyl-D-Aspartate Receptor Encephalitis with Serum Anti-Thyroid Antibodies: A Case Report and Literature Review.,Am J Case Rep,2021 May 17,10.12659/AJCR.931104,autonomic_dysfunction
8128452,PMC8128452,Human papillomavirus vaccination and all-cause morbidity in adolescent girls: a cohort study of absence from school due to illness.,Int J Epidemiol,2021 May 17,10.1093/ije/dyab003,autonomic_dysfunction
8075405,PMC8075405,Current View of Diagnosing Small Fiber Neuropathy.,J Neuromuscul Dis,2021,10.3233/JND-200490,autonomic_dysfunction
8045954,PMC8045954,Hereditary transthyretin amyloidosis in mainland China: a unicentric retrospective study.,Ann Clin Transl Neurol,2021 Apr,10.1002/acn3.51328,autonomic_dysfunction
7981271,PMC7981271,COVID-19 and emerging spinal cord complications: A systematic review.,Mult Scler Relat Disord,2021 Jun,10.1016/j.msard.2021.102917,autonomic_dysfunction
7851465,PMC7851465,Drug-induced Hyperthermic Syndromes in Psychiatry.,Clin Psychopharmacol Neurosci,2021 Feb 28,10.9758/cpn.2021.19.1.1,autonomic_dysfunction
7850843,PMC7850843,A Novel Approach to the Symptomatic Management of Chronic Megacolon.,Case Rep Surg,2021,10.1155/2021/8820724,autonomic_dysfunction
7850350,PMC7850350,The many manifestations of a single disease: neuroborreliosis.,J Community Hosp Intern Med Perspect,2021 Jan 26,10.1080/20009666.2020.1831746,autonomic_dysfunction
7857149,PMC7857149,Case Report: Intracranial Hypertension Secondary to Guillain-Barre Syndrome.,Front Pediatr,2020,10.3389/fped.2020.608695,autonomic_dysfunction
7793182,PMC7793182,A case report of an infiltrative cardiomyopathy in everyday practice: a specific cause that cannot be missed in the elderly.,Eur Heart J Case Rep,2020 Dec,10.1093/ehjcr/ytaa382,autonomic_dysfunction
7714909,PMC7714909,A Rare Cause of Sleep-Disordered Breathing: ROHHAD Syndrome.,Front Pediatr,2020,10.3389/fped.2020.573227,autonomic_dysfunction
7727636,PMC7727636,Spontaneous Periodic Hypothermia in the Elderly: A Rare or Under-Recognised Syndrome.,Eur J Case Rep Intern Med,2020,10.12890/2020_001874,autonomic_dysfunction
7728043,PMC7728043,The painless eye: Neurotrophic keratitis in a child suffering from hereditary sensory autonomic neuropathy type IV.,Indian J Ophthalmol,2020 Oct,10.4103/ijo.IJO_2101_19,autonomic_dysfunction
7683146,PMC7683146,Massive Acute Spinal Subdural Hematoma Causing Sudden Onset Paraplegia in a Patient on Anticoagulation.,Case Rep Surg,2020,10.1155/2020/8898744,autonomic_dysfunction
7680081,PMC7680081,"COVID-19-Associated Guillain-Barre Syndrome: Atypical Para-infectious Profile, Symptom Overlap, and Increased Risk of Severe Neurological Complications.",SN Compr Clin Med,2020,10.1007/s42399-020-00646-w,autonomic_dysfunction
7678886,PMC7678886,The Diagnostic Challenge of Seronegative Autoimmune Encephalitis With Super-Refractory Status Epilepticus.,Cureus,2020 Nov 20,10.7759/cureus.11587,autonomic_dysfunction
7666532,PMC7666532,Guillain-Barré syndrome as a parainfectious manifestation of SARS-CoV-2 infection: A case series.,J Clin Neurosci,2021 Jan,10.1016/j.jocn.2020.11.013,autonomic_dysfunction
7663462,PMC7663462,Stem Cell-Based Therapies for Parkinson Disease.,Int J Mol Sci,2020 Oct 29,10.3390/ijms21218060,autonomic_dysfunction
7661846,PMC7661846,Profiling Non-motor Symptoms in Monogenic Parkinson's Disease.,Front Aging Neurosci,2020,10.3389/fnagi.2020.591183,autonomic_dysfunction
7645310,PMC7645310,Multiple System Atrophy - Cerebellar Type: Clinical Picture and Treatment of an Often-Overlooked Disorder.,Cureus,2020 Sep 30,10.7759/cureus.10741,autonomic_dysfunction
7588742,PMC7588742,"Ogilvie Syndrome in a Refractory Germ Cell Tumor Treated with Vinblastine, Ifosfamide and Cisplatin Regimen.",Case Rep Oncol,2020 Sep-Dec,10.1159/000510045,autonomic_dysfunction
7136325,PMC7136325,QT prolongation in HIV-positive patients: Review article.,Indian Heart J,2019 Nov-Dec,10.1016/j.ihj.2019.11.259,autonomic_dysfunction
7563270,PMC7563270,Apheresis in Autoimmune Encephalitis and Autoimmune Dementia.,J Clin Med,2020 Aug 19,10.3390/jcm9092683,autonomic_dysfunction
7562892,PMC7562892,Fatal autonomic failure due to premanifesting Parkinson's disease only diagnosed at autopsy.,Clin Case Rep,2020 Oct,10.1002/ccr3.3042,autonomic_dysfunction
7523786,PMC7523786,Effects of Guizhi decoction for diabetic cardiac autonomic neuropathy: A protocol for a systematic review and meta-analysis.,Medicine (Baltimore),2020 Sep 25,10.1097/MD.0000000000022317,autonomic_dysfunction
7524811,PMC7524811,Drug-Related Orthostatic Hypotension: Beyond Anti-Hypertensive Medications.,Drugs Aging,2020 Oct,10.1007/s40266-020-00796-5,autonomic_dysfunction
7552379,PMC7552379,Orthostatic hypotension secondary to a suspected thymoma in a dog: a case report.,BMC Vet Res,2020 Oct 13,10.1186/s12917-020-02604-z,autonomic_dysfunction
7488873,PMC7488873,Paroxysmal Orthostatic Ventricular Tachycardia in a Patient With Supine Hypertension and Orthostatic Hypotension.,J Investig Med High Impact Case Rep,2020 Jan-Dec,10.1177/2324709620958303,autonomic_dysfunction
7466888,PMC7466888,Neurogenic Orthostatic Hypotension: State of the Art and Therapeutic Strategies.,Clin Med Insights Cardiol,2020,10.1177/1179546820953415,autonomic_dysfunction
7455847,PMC7455847,Cholecystomegaly: A Case Report and Review of the Literature.,Case Rep Gastrointest Med,2020,10.1155/2020/8825167,autonomic_dysfunction
7455075,PMC7455075,Multiple system atrophy pathology is associated with primary Sjögren's syndrome.,JCI Insight,2020 Aug 6,10.1172/jci.insight.138619,autonomic_dysfunction
7346383,PMC7346383,"Generate-Boost: study protocol for a prospective, multicenter, randomized controlled, double-blinded phase II trial to evaluate efficacy and safety of bortezomib in patients with severe autoimmune encephalitis.",Trials,2020 Jul 8,10.1186/s13063-020-04516-7,autonomic_dysfunction
7334582,PMC7334582,Long term follow up after transorbital penetrating injury: A case report.,Am J Ophthalmol Case Rep,2020 Sep,10.1016/j.ajoc.2020.100792,autonomic_dysfunction
7305628,PMC7305628,Droxidopa as an effective treatment for refractory neurogenic orthostatic hypotension and reflex bradycardia in amyloid light-chain amyloidosis: a case report.,J Med Case Rep,2020 Jun 20,10.1186/s13256-020-02405-w,autonomic_dysfunction
7249871,PMC7249871,Therapies for diabetic gastroparesis: A protocol for a systematic review and network meta-analysis.,Medicine (Baltimore),2020 May 22,10.1097/MD.0000000000020461,autonomic_dysfunction
7279973,PMC7279973,Nonlinear parameter of heart rate variability can diagnose early cardiac autonomic neuropathy.,J Arrhythm,2020 Jun,10.1002/joa3.12328,autonomic_dysfunction
7230809,PMC7230809,Heart Rate Variability in Children and Adolescents with Cerebral Palsy-A Systematic Literature Review.,J Clin Med,2020 Apr 16,10.3390/jcm9041141,autonomic_dysfunction
7229108,PMC7229108,Impact of Non-Cardiac Clinicopathologic Characteristics on Survival in Transthyretin Amyloid Polyneuropathy.,Neurol Ther,2020 Jun,10.1007/s40120-020-00183-7,autonomic_dysfunction
7167305,PMC7167305,Surgery and Guillain-Barré Syndrome: A Single-Center Retrospective Study Focused on Clinical and Electrophysiological Subtypes.,Neuropsychiatr Dis Treat,2020,10.2147/NDT.S241128,autonomic_dysfunction
7066334,PMC7066334,Limbic encephalitis associated with AMPA receptor and CRMP5 antibodies: A case report and literature review.,Brain Behav,2020 Mar,10.1002/brb3.1528,autonomic_dysfunction
7059064,PMC7059064,Management of Hypotension and Bradycardia Caused By Spinal Cord Injury. The Usefulness of Midodrine and Methylxanthines.,Iran J Pharm Res,2019 Fall,10.22037/ijpr.2019.1100824,autonomic_dysfunction
7011745,PMC7011745,Stiff Person Syndrome and Acetylcholine Receptor Ganglionic Neuronal Antibodies.,Case Rep Neurol,2020 Jan-Apr,10.1159/000505229,autonomic_dysfunction
6987055,PMC6987055,Alcohol-induced autonomic dysfunction: a systematic review.,Clin Auton Res,2020 Feb,10.1007/s10286-019-00618-8,autonomic_dysfunction
6867747,PMC6867747,Spinocerebellar ataxia 2 in a family with different phenotypes: Two case reports.,Medicine (Baltimore),2019 Nov,10.1097/MD.0000000000017834,autonomic_dysfunction
6916382,PMC6916382,Update on treatments for nonmotor symptoms of Parkinson's disease-an evidence-based medicine review.,Mov Disord,2019 Feb,10.1002/mds.27602,autonomic_dysfunction
6899751,PMC6899751,Guidelines on management of cyclic vomiting syndrome in adults by the American Neurogastroenterology and Motility Society and the Cyclic Vomiting Syndrome Association.,Neurogastroenterol Motil,2019 Jun,10.1111/nmo.13604,autonomic_dysfunction
6766090,PMC6766090,HIV-Associated Vacuolar Myelopathy and HIV-Associated Dementia as the Initial Manifestation of HIV/AIDS.,Case Rep Infect Dis,2019,10.1155/2019/3842425,autonomic_dysfunction
6790869,PMC6790869,A case of treatment-induced neuropathy in an adolescent with type 1 diabetes.,Ann Pediatr Endocrinol Metab,2019 Sep,10.6065/apem.2019.24.3.203,autonomic_dysfunction
6763624,PMC6763624,Strategies to improve the quality of life in patients with hereditary transthyretin amyloidosis (hATTR) and autonomic neuropathy.,Clin Auton Res,2019 Sep,10.1007/s10286-019-00624-w,autonomic_dysfunction
6706663,PMC6706663,Utility of autonomic testing for the efficient diagnosis and effective pharmacological management of neurogenic orthostatic hypotension.,BMJ Case Rep,2019 Aug 20,10.1136/bcr-2018-228423,autonomic_dysfunction
6691156,PMC6691156,Autonomic Dysfunction in Preeclampsia: A Systematic Review.,Front Neurol,2019,10.3389/fneur.2019.00816,autonomic_dysfunction
6524763,PMC6524763,Lambert-Eaton Myasthenic syndrome: early diagnosis is key.,Degener Neurol Neuromuscul Dis,2019,10.2147/DNND.S192588,autonomic_dysfunction
6542981,PMC6542981,Excellent Response to Plasma Exchange in Three Patients With Enterovirus-71 Neurological Disease.,Front Neurol,2019,10.3389/fneur.2019.00548,autonomic_dysfunction
6543891,PMC6543891,"Clinical Characteristics and Short-Term Prognosis of Autoimmune Encephalitis: A Single-Center Cohort Study in Changsha, China.",Front Neurol,2019,10.3389/fneur.2019.00539,autonomic_dysfunction
6510077,PMC6510077,Clinical and laboratory correlates of selective autonomic dysfunction due to Ross syndrome.,J Family Med Prim Care,2019 Apr,10.4103/jfmpc.jfmpc_151_19,autonomic_dysfunction
6526600,PMC6526600,Reversible stress cardiomyopathy in Guillain-Barré syndrome: a case report.,J Med Case Rep,2019 May 20,10.1186/s13256-019-2085-9,autonomic_dysfunction
6478970,PMC6478970,Suppression Failure of Cortisol Secretion by Dexamethasone May Occur in Glucagon-like Peptide-1 Receptor Agonist-treated Patients with Diabetic Autonomic Neuropathy.,Intern Med,2019 Apr 1,10.2169/internalmedicine.1585-18,autonomic_dysfunction
6409927,PMC6409927,A Review of Periocular Botulinum Neurotoxin on the Tear Film Homeostasis and the Ocular Surface Change.,Toxins (Basel),2019 Jan 24,10.3390/toxins11020066,autonomic_dysfunction
6383422,PMC6383422,Brugada Syndrome Caused by Autonomic Dysfunction in Multiple Sclerosis.,Case Rep Cardiol,2019,10.1155/2019/3937248,autonomic_dysfunction
6392609,PMC6392609,"Prevalence, risk factors, and prognosis of orthostatic hypotension in diabetic patients: A systematic review and meta-analysis.",Medicine (Baltimore),2017 Sep,10.1097/MD.0000000000008004,autonomic_dysfunction
6389500,PMC6389500,A near miss: Autonomic dysfunction in a 2% total burn surface area burn patient with ventilator-dependent amyotrophic lateral sclerosis.,Clin Case Rep,2019 Feb,10.1002/ccr3.1832,autonomic_dysfunction
6278855,PMC6278855,Management and prognostic markers in patients with autoimmune encephalitis requiring ICU treatment.,Neurol Neuroimmunol Neuroinflamm,2019 Jan,10.1212/NXI.0000000000000514,autonomic_dysfunction
6295314,PMC6295314,Hereditary cardiac amyloidosis associated with Pro24Ser transthyretin mutation: a case report.,J Med Case Rep,2018 Dec 16,10.1186/s13256-018-1931-5,autonomic_dysfunction
6262971,PMC6262971,A novel nonsense mutation in WNK1/HSN2 associated with sensory neuropathy and limb destruction in four siblings of a large Iranian pedigree.,BMC Neurol,2018 Nov 29,10.1186/s12883-018-1201-6,autonomic_dysfunction
6211148,PMC6211148,V144D Mutation of SPTLC1 Can Present with Both Painful and Painless Phenotypes in Hereditary Sensory and Autonomic Neuropathies Type I.,Case Rep Genet,2018,10.1155/2018/1898151,autonomic_dysfunction
6196582,PMC6196582,A Case of Severe Anti-N-Methyl D-Aspartate (Anti-NMDA) Receptor Encephalitis with Refractory Autonomic Instability and Elevated Intracranial Pressure.,Am J Case Rep,2018 Oct 12,10.12659/AJCR.911165,autonomic_dysfunction
6176302,PMC6176302,"Classical Hodgkin Lymphoma Presenting with Severe, Recurrent Hypothermic Episodes.",Case Rep Hematol,2018,10.1155/2018/3726593,autonomic_dysfunction
6161583,PMC6161583,A Rare Case of Localized Tetanus.,Indian J Crit Care Med,2018 Sep,10.4103/ijccm.IJCCM_182_18,autonomic_dysfunction
6050446,PMC6050446,Allgrove syndrome and motor neuron disease.,Neurol Int,2018 May 24,10.4081/ni.2018.7436,autonomic_dysfunction
6053704,PMC6053704,ROHHAD and Prader-Willi syndrome (PWS): clinical and genetic comparison.,Orphanet J Rare Dis,2018 Jul 20,10.1186/s13023-018-0860-0,autonomic_dysfunction
5963188,PMC5963188,Possible multiple system atrophy with predominant parkinsonism in a patient with chronic schizophrenia: a case report.,BMC Psychiatry,2018 May 21,10.1186/s12888-018-1714-y,autonomic_dysfunction
5909146,PMC5909146,Mercury Toxicity Following Unauthorized Siddha Medicine Intake - A Mimicker of Acquired Neuromyotonia - Report of 32 Cases.,Ann Indian Acad Neurol,2018 Jan-Mar,10.4103/aian.AIAN_274_17,autonomic_dysfunction
5908418,PMC5908418,A Community Perspective on Bowel Management and Quality of Life after Spinal Cord Injury: The Influence of Autonomic Dysreflexia.,J Neurotrauma,2018 May 1,10.1089/neu.2017.5343,autonomic_dysfunction
5893810,PMC5893810,Clozapine-Induced Cardiovascular Side Effects and Autonomic Dysfunction: A Systematic Review.,Front Neurosci,2018,10.3389/fnins.2018.00203,autonomic_dysfunction
5793952,PMC5793952,An Autonomic Neuroprosthesis: Noninvasive Electrical Spinal Cord Stimulation Restores Autonomic Cardiovascular Function in Individuals with Spinal Cord Injury.,J Neurotrauma,2018 Feb 1,10.1089/neu.2017.5082,autonomic_dysfunction
5696744,PMC5696744,"The usefulness of chief complaints to predict severity, ventilator dependence, treatment option, and short-term outcome of patients with Guillain-Barré syndrome: a retrospective study.",BMC Neurol,2017 Nov 21,10.1186/s12883-017-0982-3,autonomic_dysfunction
5673184,PMC5673184,Hereditary angioedema: Assessing the hypothesis for underlying autonomic dysfunction.,PLoS One,2017,10.1371/journal.pone.0187110,autonomic_dysfunction
5674463,PMC5674463,Delayed autonomic neuropathy in a patient with diethylene glycol poisoning: a case report.,Acute Med Surg,2017 Jul,10.1002/ams2.267,autonomic_dysfunction
5591963,PMC5591963,Immune-Mediated Autonomic Neuropathies following Allogeneic Stem Cell Transplantation in Acute Myeloid Leukemia.,Case Rep Hematol,2017,10.1155/2017/6803804,autonomic_dysfunction
5571499,PMC5571499,Anesthetic management during adenotonsillectomy for twins with congenital insensitivity to pain with anhidrosis: two case reports.,J Med Case Rep,2017 Aug 25,10.1186/s13256-017-1406-0,autonomic_dysfunction
5556355,PMC5556355,"Oral manifestations, dental management, and a rare homozygous mutation of the PRDM12 gene in a boy with hereditary sensory and autonomic neuropathy type VIII: a case report and review of the literature.",J Med Case Rep,2017 Aug 15,10.1186/s13256-017-1387-z,autonomic_dysfunction
5554541,PMC5554541,Vitreous amyloidosis with autonomic neuropathy of the digestive tract associated with a novel transthyretin p.Gly87Arg variant in a Bangladeshi patient: a case report.,J Med Case Rep,2017 Aug 13,10.1186/s13256-017-1407-z,autonomic_dysfunction
5516588,PMC5516588,Deficits in cholinergic neurotransmission and their clinical correlates in Parkinson's disease.,NPJ Parkinsons Dis,2016,10.1038/npjparkd.2016.1,autonomic_dysfunction
5485269,PMC5485269,Systemic Amyloidosis and Cardiac Autonomic Neuropathy Associated with Waldenstrom's Macroglobulinemia.,Case Rep Hematol,2017,10.1155/2017/8795213,autonomic_dysfunction
5358838,PMC5358838,Guillain-Barré Syndrome Presenting with Sinus Node Dysfunction and Refractory Shock.,Am J Case Rep,2017 Mar 11,10.12659/ajcr.902668,autonomic_dysfunction
5290716,PMC5290716,Neuroleptic Malignant Syndrome Associated with Valproate in an Adolescent.,Clin Psychopharmacol Neurosci,2017 Feb 28,10.9758/cpn.2017.15.1.76,autonomic_dysfunction
5209606,PMC5209606,Hirayama Disease: A Rare Disease with Unusual Features.,Case Rep Neurol Med,2016,10.1155/2016/5839761,autonomic_dysfunction
5219627,PMC5219627,Central Congenital Hypoventilation Syndrome associated with hypoglycemia and seizure.,Respir Med Case Rep,2017,10.1016/j.rmcr.2016.12.004,autonomic_dysfunction
5073521,PMC5073521,Risk factors of diabetic cardiac autonomic neuropathy in patients with type 1 diabetes mellitus: a meta-analysis.,Open Heart,2016,10.1136/openhrt-2015-000336,autonomic_dysfunction
5090193,PMC5090193,Retrograde Ejaculation: A Rare Presenting Symptom of Type 1 Diabetes Mellitus.,Urol Case Rep,2017 Jan,10.1016/j.eucr.2016.10.008,autonomic_dysfunction
5039462,PMC5039462,Effects of Deep Brain Stimulation on Autonomic Function.,Brain Sci,2016 Aug 16,10.3390/brainsci6030033,autonomic_dysfunction
4877454,PMC4877454,Morvan Syndrome Secondary to Thymic Carcinoma in a Patient with Systemic Lupus Erythematosus.,Case Rep Neurol Med,2016,10.1155/2016/9142486,autonomic_dysfunction
4773268,PMC4773268,The First Korean Family With Hereditary Gelsolin Amyloidosis Caused by p.D214Y Mutation in the GSN Gene.,Ann Lab Med,2016 May,10.3343/alm.2016.36.3.259,autonomic_dysfunction
4812801,PMC4812801,Neuroleptic Malignant Syndrome: A Review from a Clinically Oriented Perspective.,Curr Neuropharmacol,2015,10.2174/1570159x13999150424113345,autonomic_dysfunction
4812605,PMC4812605,Amyloid light-chain amyloidosis presenting as abdominal bloating: a case report.,J Med Case Rep,2016 Mar 30,10.1186/s13256-016-0857-z,autonomic_dysfunction
4713462,PMC4713462,Parkinson's disease between internal medicine and neurology.,J Neural Transm (Vienna),2016 Jan,10.1007/s00702-015-1443-z,autonomic_dysfunction
4685864,PMC4685864,The European LEMS Registry: Baseline Demographics and Treatment Approaches.,Neurol Ther,2015 Dec,10.1007/s40120-015-0034-0,autonomic_dysfunction
4633556,PMC4633556,Update Review and Clinical Presentation in Congenital Insensitivity to Pain and Anhidrosis.,Case Rep Pediatr,2015,10.1155/2015/589852,autonomic_dysfunction
4560316,PMC4560316,Pediatric Acute Longitudinal Extensive Transverse Myelitis Secondary to Neuroborreliosis.,Case Rep Neurol,2015 May-Aug,10.1159/000438696,autonomic_dysfunction
4495821,PMC4495821,"Anti-N-methyl-d-aspartate receptor encephalitis: review of clinical presentation, diagnosis and treatment.",BJPsych Bull,2015 Feb,10.1192/pb.bp.113.045518,autonomic_dysfunction
4283257,PMC4283257,Bladder perforation secondary to primary systemic amyloidosis.,Case Rep Urol,2014,10.1155/2014/123795,autonomic_dysfunction
4289209,PMC4289209,A woman with a rare p.Glu74Gly transthyretin mutation presenting exclusively with a rapidly progressive neuropathy: a case report.,J Med Case Rep,2014 Dec 4,10.1186/1752-1947-8-403,autonomic_dysfunction
4195260,PMC4195260,Recurrent sinus pauses: an atypical presentation of temporal lobe epilepsy.,Case Rep Crit Care,2014,10.1155/2014/918247,autonomic_dysfunction
4124142,PMC4124142,Alpha-lipoic acid as a pleiotropic compound with potential therapeutic use in diabetes and other chronic diseases.,Diabetol Metab Syndr,2014,10.1186/1758-5996-6-80,autonomic_dysfunction
4086516,PMC4086516,Orthostatic Dysregulation during Postural Change on the Dental Chair and Intraoperative Monitoring by Heart Rate Variability Analysis.,Case Rep Dent,2014,10.1155/2014/656045,autonomic_dysfunction
4090840,PMC4090840,Limbic encephalitis: Clinical spectrum and long-term outcome from a developing country perspective.,Ann Indian Acad Neurol,2014 Apr,10.4103/0972-2327.132615,autonomic_dysfunction
4088295,PMC4088295,Autonomic etiology of heart block in amyotrophic lateral sclerosis: a case report.,J Med Case Rep,2014 Jun 24,10.1186/1752-1947-8-224,autonomic_dysfunction
4068859,PMC4068859,Arteriovenous fistula of the filum terminale misdiagnosed and previously operated as lower lumbar degenerative disease.,Asian Spine J,2014 Jun,10.4184/asj.2014.8.3.365,autonomic_dysfunction
3942214,PMC3942214,Neuroleptic malignant-like syndrome with a slight elevation of creatine-kinase levels and respiratory failure in a patient with Parkinson's disease.,Patient Prefer Adherence,2014,10.2147/PPA.S59150,autonomic_dysfunction
3918122,PMC3918122,Autonomic deficit not the cause of death in West Nile virus neurological disease.,Clin Auton Res,2014 Feb,10.1007/s10286-013-0213-y,autonomic_dysfunction
3873349,PMC3873349,The Comparative Analysis of Clinical Characteristics and Surgical Results between the Upper and Lower Lumbar Disc Herniations.,J Korean Neurosurg Soc,2013 Nov,10.3340/jkns.2013.54.5.379,autonomic_dysfunction
3830353,PMC3830353,Brittleness of diabetes due to achalasia cardia managed successfully by multiple innovative strategies.,Indian J Endocrinol Metab,2013 Oct,10.4103/2230-8210.119639,autonomic_dysfunction
3747023,PMC3747023,Increased biogenic catecholamine and metabolite levels in two patients with malignant catatonia.,Neuropsychiatr Dis Treat,2013,10.2147/NDT.S50244,autonomic_dysfunction
3692345,PMC3692345,Temporal changes in serum creatine kinase concentration and degree of muscle rigidity in 24 patients with neuroleptic malignant syndrome.,Neuropsychiatr Dis Treat,2013,10.2147/NDT.S45084,autonomic_dysfunction
3611900,PMC3611900,Split cord malformation with dorsally located bony spur: Report of four cases and review of literature.,J Pediatr Neurosci,2012 Sep,10.4103/1817-1745.106469,autonomic_dysfunction
3573820,PMC3573820,Dynamic J-Point Elevation Associated with Epileptic Hemiplegia: The Osborn Wave of Todd's Paralysis.,Case Rep Neurol,2013 Jan,10.1159/000346444,autonomic_dysfunction
3544335,PMC3544335,Parkinson's disease and sleep/wake disturbances.,Parkinsons Dis,2012,10.1155/2012/205471,autonomic_dysfunction
