uid,pmcid,title,journal,pubdate,doi
5420039,PMC5420039,Use of Biotronik closed loop pacemaker to treat recurrent syncope in pediatric patient with dysautonomia.,HeartRhythm Case Rep,2017 Jan,10.1016/j.hrcr.2016.07.009
5322840,PMC5322840,A case report of complex auricular neuralgia treated with the great auricular nerve and facet blocks.,J Pain Res,2017,10.2147/JPR.S126923
5295145,PMC5295145,Iatrogenic amyloid polyneuropathy after domino liver transplantation.,World J Hepatol,2017 Jan 28,10.4254/wjh.v9.i3.126
5248946,PMC5248946,Neuroleptic malignant syndrome: an easily overlooked neurologic emergency.,Neuropsychiatr Dis Treat,2017,10.2147/NDT.S118438
5129599,PMC5129599,Paradoxical physiological responses to propranolol in a Rett syndrome patient: a case report.,BMC Pediatr,2016 Nov 29,10.1186/s12887-016-0734-3
5127153,PMC5127153,Familial Dysautonomia: Mechanisms and Models.,Genet Mol Biol,2016 Oct-Dec,10.1590/1678-4685-GMB-2015-0335
4644823,PMC4644823,"GABAB Encephalitis: A Fifty-Two-Year-Old Man with Seizures, Dysautonomia, and Acute Heart Failure.",Case Rep Neurol Med,2015,10.1155/2015/812035
4581459,PMC4581459,Acute symptomatic sinus bradycardia in a woman treated with pulse dose steroids for multiple sclerosis: a case report.,J Med Case Rep,2015 Sep 24,10.1186/s13256-015-0701-x
4568193,PMC4568193,Effects of citalopram on heart rate variability in women with generalized anxiety disorder.,ARYA Atheroscler,2015 May,
4563835,PMC4563835,"Case report of severe Cushing's syndrome in medullary thyroid cancer complicated by functional diabetes insipidus, aortic dissection, jejunal intussusception, and paraneoplastic dysautonomia: remission with sorafenib without reduction in cortisol concentration.",BMC Cancer,2015 Sep 9,10.1186/s12885-015-1620-3
4480239,PMC4480239,Neuroleptic Malignant Syndrome: A Case Aimed at Raising Clinical Awareness.,Case Rep Med,2015,10.1155/2015/769576
4488571,PMC4488571,Propranolol for Paroxysmal Sympathetic Hyperactivity with Lateralizing Hyperhidrosis after Stroke.,Case Rep Neurol Med,2015,10.1155/2015/421563
4399511,PMC4399511,Cognitive dysfunction during anti-NMDA-receptor encephalitis is present in early phase of the disease.,Oxf Med Case Reports,2014 Jul,10.1093/omcr/omu028
4376931,PMC4376931,Squamous carcinoma of the lung presenting as migraine-type headache: a case report.,Case Rep Oncol,2015 Jan-Apr,10.1159/000379741
4250000,PMC4250000,Midbrain hypometabolism in fatal familial insomnia: a case report and a statistical parametric mapping analysis of a korean family.,Case Rep Neurol,2014 Sep,10.1159/000365412
4079025,PMC4079025,Clinical and echocardiographic predictors of mortality in chagasic cardiomyopathy--systematic review.,Arq Bras Cardiol,2014 Jun,10.5935/abc.20140068
3985363,PMC3985363,Guillain-Barre syndrome with posterior reversible encephalopathy syndrome.,J Neurosci Rural Pract,2014 Jan,10.4103/0976-3147.127877
3785341,PMC3785341,"Acute autonomic, sensory and motor neuropathy associated with meningoencephalitis.",Clin Med Case Rep,2009,10.4137/ccrep.s2194
3488764,PMC3488764,Autonomic symptoms are common and are associated with overall symptom burden and disease activity in primary Sjogren's syndrome.,Ann Rheum Dis,2012 Dec,10.1136/annrheumdis-2011-201009
3420600,PMC3420600,Dysautonomia in autism spectrum disorder: case reports of a family with review of the literature.,Autism Res Treat,2011,10.1155/2011/129795
2901264,PMC2901264,Post-adenoviral parasympathetic dysautonomia in a child: a case report.,J Med Case Rep,2010 Jun 18,10.1186/1752-1947-4-138
2877907,PMC2877907,N-methyl-D-aspartate antibody encephalitis: temporal progression of clinical and paraclinical observations in a predominantly non-paraneoplastic disorder of both sexes.,Brain,2010 Jun,10.1093/brain/awq113
2644268,PMC2644268,"Dysautonomia, a heuristic approach to a revised model for etiology of disease.",Evid Based Complement Alternat Med,2009 Mar,10.1093/ecam/nem064
